item,source,group,level,intent,expect,metric,target,actual_metric,fired_all_rules,fired_live,missing,false_fire,suppressed,co_fired,status_live,cell_live
EDGEC_centerbias_5_346,8,boundary,3,MEAN_SHIFT,fire,center_bias,0.33,0.3304,MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
EDGEC_centerbias_6_347,8,boundary,3,MEAN_SHIFT,fire,center_bias,0.4,0.3995,MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
EDGEC_codeedgehit_1_354,8,boundary,1,CODE_RAIL,not_fire,code_edge_hit,0.038,0.0379,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_codeedgehit_2_355,8,boundary,1,CODE_RAIL,not_fire,code_edge_hit,0.045,0.0448,HEAVY_TAIL;SPEC_TOO_TIGHT,HEAVY_TAIL;SPEC_TOO_TIGHT,,,,HEAVY_TAIL;SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_codeedgehit_3_356,8,boundary,1,CODE_RAIL,not_fire,code_edge_hit,0.049,0.0489,HEAVY_TAIL;SPEC_TOO_TIGHT,HEAVY_TAIL;SPEC_TOO_TIGHT,,,,HEAVY_TAIL;SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_cpkwarn_1_336,8,boundary,1,SPEC_TOO_TIGHT,not_fire,cpk_warn,1.45,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_cpkwarn_2_337,8,boundary,1,SPEC_TOO_TIGHT,not_fire,cpk_warn,1.38,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_cpkwarn_3_338,8,boundary,1,SPEC_TOO_TIGHT,not_fire,cpk_warn,1.34,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_cpkwarn_4_339,8,boundary,3,SPEC_TOO_TIGHT,fire,cpk_warn,1.32,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_cpkwarn_5_340,8,boundary,3,SPEC_TOO_TIGHT,fire,cpk_warn,1.25,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_cpkwarn_6_341,8,boundary,3,SPEC_TOO_TIGHT,fire,cpk_warn,1.1,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_kurtosis_1_348,8,boundary,1,HEAVY_TAIL,not_fire,kurtosis,1.6,1.6,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_kurtosis_2_349,8,boundary,1,HEAVY_TAIL,not_fire,kurtosis,1.85,1.85,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_kurtosis_3_350,8,boundary,1,HEAVY_TAIL,not_fire,kurtosis,1.97,1.97,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_kurtosis_4_351,8,boundary,3,HEAVY_TAIL,fire,kurtosis,2.05,2.05,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_kurtosis_5_352,8,boundary,3,HEAVY_TAIL,fire,kurtosis,2.3,2.3,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_kurtosis_6_353,8,boundary,3,HEAVY_TAIL,fire,kurtosis,3.0,3.0,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_outlierratiobad_1_330,8,boundary,1,SEVERE_OUTLIER,not_fire,outlier_ratio_bad,0.04,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
EDGEC_outlierratiobad_2_331,8,boundary,1,SEVERE_OUTLIER,not_fire,outlier_ratio_bad,0.046,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
EDGEC_outlierratiobad_3_332,8,boundary,1,SEVERE_OUTLIER,not_fire,outlier_ratio_bad,0.049,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
EDGEC_outlierratiobad_4_333,8,boundary,3,SEVERE_OUTLIER,fire,outlier_ratio_bad,0.052,,SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
EDGEC_outlierratiobad_5_334,8,boundary,3,SEVERE_OUTLIER,fire,outlier_ratio_bad,0.06,,SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
EDGEC_outlierratiobad_6_335,8,boundary,3,SEVERE_OUTLIER,fire,outlier_ratio_bad,0.075,,SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
EDGEC_outlierratiowarn_1_324,8,boundary,1,OUTLIER_WARN,not_fire,outlier_ratio_warn,0.014,,HEAVY_TAIL,HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_outlierratiowarn_2_325,8,boundary,1,OUTLIER_WARN,not_fire,outlier_ratio_warn,0.018,,HEAVY_TAIL,HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_outlierratiowarn_3_326,8,boundary,1,OUTLIER_WARN,not_fire,outlier_ratio_warn,0.0198,,HEAVY_TAIL,HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_outlierratiowarn_4_327,8,boundary,3,OUTLIER_WARN,fire,outlier_ratio_warn,0.021,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
EDGEC_outlierratiowarn_5_328,8,boundary,3,OUTLIER_WARN,fire,outlier_ratio_warn,0.025,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
EDGEC_outlierratiowarn_6_329,8,boundary,3,OUTLIER_WARN,fire,outlier_ratio_warn,0.03,,OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
EDGEC_spreadnorm_1_318,8,boundary,1,WIDE_DISTRIBUTION,not_fire,spread_norm,0.17,0.17,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_spreadnorm_2_319,8,boundary,1,WIDE_DISTRIBUTION,not_fire,spread_norm,0.176,0.176,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_spreadnorm_3_320,8,boundary,1,WIDE_DISTRIBUTION,not_fire,spread_norm,0.179,0.179,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_spreadnorm_4_321,8,boundary,3,WIDE_DISTRIBUTION,fire,spread_norm,0.181,0.181,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
EDGEC_spreadnorm_5_322,8,boundary,3,WIDE_DISTRIBUTION,fire,spread_norm,0.186,0.186,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
EDGEC_spreadnorm_6_323,8,boundary,3,WIDE_DISTRIBUTION,fire,spread_norm,0.2,0.2,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
TRIM_MEANSHIFT_L1_313,8,trim_axis,1,MEAN_SHIFT,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
TRIM_MEANSHIFT_L2_314,8,trim_axis,2,MEAN_SHIFT,fire,(조합),,,MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
TRIM_MEANSHIFT_L3_315,8,trim_axis,3,MEAN_SHIFT,fire,(조합),,,MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
TRIM_MEANSHIFT_L4_316,8,trim_axis,4,MEAN_SHIFT,fire,(조합),,,MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
TRIM_MEANSHIFT_L5_317,8,trim_axis,5,MEAN_SHIFT,fire,(조합),,,LOW_CPK;MEAN_SHIFT,LOW_CPK;MEAN_SHIFT,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
TRIM_SEVOUT_L1_303,8,trim_axis,1,SEVERE_OUTLIER,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
TRIM_SEVOUT_L2_304,8,trim_axis,2,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
TRIM_SEVOUT_L3_305,8,trim_axis,3,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
TRIM_SEVOUT_L4_306,8,trim_axis,4,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
TRIM_SEVOUT_L5_307,8,trim_axis,5,SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
TRIM_SPECTIGHT_L1_308,8,trim_axis,1,SPEC_TOO_TIGHT,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
TRIM_SPECTIGHT_L2_309,8,trim_axis,2,SPEC_TOO_TIGHT,fire,(조합),,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
TRIM_SPECTIGHT_L3_310,8,trim_axis,3,SPEC_TOO_TIGHT,fire,(조합),,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
TRIM_SPECTIGHT_L4_311,8,trim_axis,4,SPEC_TOO_TIGHT,fire,(조합),,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
TRIM_SPECTIGHT_L5_312,8,trim_axis,5,SPEC_TOO_TIGHT,fire,(조합),,,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
TRIM_WIDE_L1_298,8,trim_axis,1,WIDE_DISTRIBUTION,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
TRIM_WIDE_L2_299,8,trim_axis,2,WIDE_DISTRIBUTION,fire,(조합),,,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
TRIM_WIDE_L3_300,8,trim_axis,3,WIDE_DISTRIBUTION,fire,(조합),,,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
TRIM_WIDE_L4_301,8,trim_axis,4,WIDE_DISTRIBUTION,fire,(조합),,,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
TRIM_WIDE_L5_302,8,trim_axis,5,WIDE_DISTRIBUTION,fire,(조합),,,BIDIR_TAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_GROSS-WIDE_L2_171,8,combo,2,GROSS_FAIL;WIDE_DISTRIBUTION,fire,(조합),,,GROSS_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,CRITICAL,"[CRITICAL] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
EDGEC_codeedgehit_4_357,9,boundary,3,CODE_RAIL,fire,code_edge_hit,0.052,0.0522,CODE_RAIL;SPEC_TOO_TIGHT;HEAVY_TAIL,HEAVY_TAIL;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT;HEAVY_TAIL,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EDGEC_codeedgehit_5_358,9,boundary,3,CODE_RAIL,fire,code_edge_hit,0.06,0.0603,CODE_RAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_codeedgehit_6_359,9,boundary,3,CODE_RAIL,fire,code_edge_hit,0.08,0.0799,CODE_RAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
EDGEC_constant_1p25_360,9,boundary,3,CONSTANT_VALUE,fire,stdev,0.0,0.0,CONSTANT_VALUE,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGEC_constant_1p4_362,9,boundary,1,CONSTANT_VALUE,not_fire,stdev,0.0,0.0,MEAN_SHIFT,MEAN_SHIFT,,,,MEAN_SHIFT,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
